LeftUpLeg.X,LeftUpLeg.Y,LeftUpLeg.Z,LeftUpLeg.W,RightUpLeg.X,RightUpLeg.Y,RightUpLeg.Z,RightUpLeg.W,LeftLeg.X,LeftLeg.Y,LeftLeg.Z,LeftLeg.W,RightLeg.X,RightLeg.Y,RightLeg.Z,RightLeg.W,LeftFoot.X,LeftFoot.Y,LeftFoot.Z,LeftFoot.W,RightFoot.X,RightFoot.Y,RightFoot.Z,RightFoot.W,LeftArm.X,LeftArm.Y,LeftArm.Z,LeftArm.W,RightArm.X,RightArm.Y,RightArm.Z,RightArm.W,LeftForeArm.X,LeftForeArm.Y,LeftForeArm.Z,LeftForeArm.W,RightForeArm.X,RightForeArm.Y,RightForeArm.Z,RightForeArm.W,LeftHand.X,LeftHand.Y,LeftHand.Z,LeftHand.W,RightHand.X,RightHand.Y,RightHand.Z,RightHand.W,Hips.X,Hips.Y,Hips.Z,Hips.W,Time
-0.0005991295961869795,0.035676003975526456,-0.23387188719934798,0.9716124763309086,-0.325483041450132,0.18010130869999852,0.06835346939158629,0.9257170796496372,0.14726137027604325,0.05099528763158726,0.015506639745804164,0.9876604242286857,0.2611544901843175,-0.08084454935502351,-0.04697686557813355,0.9607578598151598,-0.08780092489385118,-0.11873794858172222,0.010919583548748594,0.988975763024307,-0.13671739146777231,0.041190896336442254,-0.012493799869835499,0.9896744767316477,0.2934173031582286,0.07797727584913566,-0.6699573099211217,0.6774828658658121,-0.2860533222807226,0.02461853294420252,0.7366967092149196,0.6122461786567104,-0.07706623261110987,-0.2353044852744333,0.16240353784558206,0.9551532263967405,-0.012982229003987312,0.10444344542433212,-0.062135722078935716,0.9925029876427132,-0.1680687320361651,0.0,0.0,0.9857752793166178,0.30150634204101523,0.0,0.0,0.953464171172177,0.06673191405693786,0.0003960327231233196,0.03225373726909356,0.9972494127531768,0.083333
0.012699463562768383,0.04418524945123462,-0.23679714030529564,0.9704707629286851,-0.3307191725257973,0.18138610072160075,0.05541846335542383,0.9244742859096672,0.12654343876747,0.04440111479405388,0.011503279571597986,0.990900082586053,0.2390223887490225,-0.07605023527993976,-0.03969972955667721,0.967216930612623,-0.07904077874398552,-0.11479432093419055,0.009060295939114832,0.9901983287272798,-0.13809677667610454,0.042769789168485846,-0.012914437652151804,0.9894105531609627,0.30329650471910136,0.07632283320790331,-0.6688958242104823,0.6743622407208711,-0.3066759731977121,0.03425196256118829,0.7377730650278843,0.6003895027757433,-0.08388859944049765,-0.24335976914042393,0.17065802551875697,0.9511122772700763,-0.012994505879949294,0.10449204207312222,-0.06216667439615143,0.9924957735702694,-0.17839264664141025,0.0,0.0,0.983959381084541,0.32151962033689885,0.0,0.0,0.9469029167440643,0.0695206720711937,0.002630271300217718,0.0373971689136352,0.9968758245563495,0.0916663
0.02651640217635015,0.051740057796010576,-0.23635065759748886,0.9699269114155572,-0.33718848491612236,0.1822723922754853,0.04509003561923777,0.9225224058753247,0.10650844355320746,0.03777588588823147,0.008180282213111737,0.9935602734007365,0.21855955058468732,-0.07114402915844686,-0.033442597591078205,0.9726519637720794,-0.06578117485931975,-0.11480094726772024,0.006556890152642183,0.9911864540701149,-0.14196763833791304,0.04085576360436915,-0.013195233482343662,0.9889397767601452,0.3134121428929352,0.07356332375355797,-0.6685983607845281,0.6703264115651638,-0.32798465418419576,0.049917121258835934,0.739888324132345,0.5852346669820016,-0.09095944588846652,-0.2510965610075665,0.17901964329409895,0.9469048862312889,-0.012362847470530475,0.10199471942147505,-0.06059250243538947,0.9928609096248942,-0.1864177235529885,0.0,0.0,0.9824705758165593,0.330607460358687,0.0,0.0,0.9437683546057153,0.07349058751743186,0.007155645046525199,0.040355873602427775,0.9964533776128693,0.09999960000000001
0.03782360636966245,0.06028352357328165,-0.23255998379342602,0.9699748066443705,-0.3435750528580646,0.17864830885662342,0.04601905477722394,0.920827460164855,0.08778736524012494,0.03139673234925714,0.005574447951104703,0.9956287205741036,0.19905094654060482,-0.0660750803882876,-0.02792161250572454,0.9773603163562815,-0.05607296902562544,-0.11023081645161806,0.0047985466107598445,0.9923114245031575,-0.14117699712404141,0.03664159915108836,-0.012455956430689284,0.9892276269110594,0.32020836813313963,0.06765866796617452,-0.66753774329919,0.6687916468509302,-0.34977991078629156,0.07061532468651499,0.7414067458215909,0.5683163970712009,-0.09791897318671142,-0.2581627622060153,0.187083107714989,0.9427426869023818,-0.011860372287767491,0.09996009886447678,-0.05931458899162257,0.9931510910918612,-0.1931616111032017,0.0,0.0,0.9811669541907817,0.3463847665114623,0.0,0.0,0.9380925293001751,0.07723951612503324,0.012415964929992598,0.04067241836185101,0.9961052431084912,0.1083329
0.05628666931848932,0.06372797493793823,-0.22702473916097582,0.970170255097646,-0.34665816228743557,0.1750409468625407,0.049232953959885244,0.9201982947633336,0.06720280084812102,0.024210120189174785,0.003274899611255732,0.9974401880168704,0.18247761046564978,-0.0614914085308327,-0.02358613959789427,0.9810017443279648,-0.05441128052255565,-0.09909378751663377,0.0044941782377845175,0.9935792047891657,-0.14010408224752474,0.035708992641417074,-0.012168492741794481,0.9894178297193289,0.3245216583736539,0.05905531647518733,-0.6661853648580028,0.6688760890414897,-0.36746921607198074,0.08605489484818002,0.741452390455721,0.554805626322958,-0.10402595453519681,-0.26394911656536496,0.19403955487165167,0.9390730087658871,-0.01154676643033081,0.0986647104244311,-0.0585039899580324,0.9933323865961771,-0.19948166744234452,0.0,0.0,0.9799015585018843,0.36611714671105855,0.0,0.0,0.93056876956201,0.07908373783533225,0.01851802416902507,0.03884736247008669,0.9959386163915853,0.1166662
0.08039954993551009,0.07064571043196369,-0.22190484149700873,0.9691766285295564,-0.35291081521241685,0.1679578283277458,0.057228306351968586,0.9186778789987381,0.037184291952118156,0.013491743753285943,0.0010049389525744728,0.9992168390195477,0.16998304798462718,-0.057878414711926236,-0.02053992004826194,0.9835313742797944,-0.0469879515545744,-0.08869585904847609,0.0033522962785010597,0.9949441889402737,-0.12993431942701886,0.04588188269740438,-0.012169617449433973,0.9903856955178186,0.328493056057773,0.053737341249283505,-0.6655154664584599,0.66805222414259,-0.37911722460992625,0.09043995576472227,0.7409583497045918,0.5468742711157564,-0.11201723547974976,-0.2709865388904262,0.20299884381937316,0.9342429577490321,-0.011248822100172093,0.09741820224847467,-0.057724563636283775,0.9935044200329631,-0.20714339144240387,0.0,0.0,0.978310592491842,0.37238043532298476,0.0,0.0,0.9280801750865408,0.0805191702548233,0.024559821126206045,0.038171786366356965,0.9957190332284126,0.12499949999999999
0.10526266502876151,0.07993845438180919,-0.21808134512151642,0.9669385408453219,-0.358137176704504,0.16749194151097863,0.05085765640161863,0.9171137939080104,0.0,0.0,0.0,1.0,0.164359097102744,-0.05621194185571878,-0.019232349027071664,0.9846097813566962,-0.02670325759979725,-0.07556754772562349,0.0008949580565796454,0.9967826647842404,-0.12728087311674294,0.055245118860650214,-0.012958014522102636,0.9902422158443646,0.3334141970742045,0.049662658683438665,-0.6661596888716437,0.665281791757666,-0.3853205836766454,0.08737636597009504,0.7421864040196603,0.5413434770580642,-0.11952321486835654,-0.27708537777018616,0.2112818517794531,0.9296762197895196,-0.011572626079745367,0.0987724066750045,-0.058571161998034055,0.9933174240832816,-0.2128760570251242,0.0,0.0,0.9770792108859118,0.3623778510859198,0.0,0.0,0.9320312725667261,0.08196519555352966,0.028230560347180005,0.039981475344261386,0.9954326817066297,0.1333328
0.11307684947808903,0.07908716514521445,-0.21907186520720448,0.9659018398864553,-0.36002819367908057,0.1687011527582199,0.037778745086315096,0.9167837188966269,0.0,0.0,0.0,1.0,0.16227341292135983,-0.055586969775192646,-0.018758029663074924,0.9850002865853517,-0.012062869899603302,-0.07229545551246756,-0.0005516506051839394,0.9973101573550928,-0.13084453767110704,0.06264074404318787,-0.014415602324340093,0.9893169535376296,0.33950878341390267,0.04396128675646285,-0.6673229715519133,0.6614236485722687,-0.38963505354810807,0.0841919108649728,0.7442009665790621,0.5359675069761756,-0.12326369992308969,-0.2799516594364252,0.21536674688282467,0.9273889653199306,-0.011803102002394891,0.09972344589329381,-0.05916610771206941,0.9931844203472446,-0.21649584419241044,0.0,0.0,0.9762835394737615,0.3508154535133938,0.0,0.0,0.9364446153276721,0.0816455290217718,0.031243116539365387,0.04398217761601938,0.9952002026285042,0.14166610000000002
0.12325893686959577,0.08066749898859063,-0.22344329079467745,0.9635211906790363,-0.3632381476607928,0.16421135301949102,0.028947930406098957,0.916654077037062,0.0,0.0,0.0,1.0,0.16590729057903966,-0.056673653243002206,-0.019588797199726542,0.9843165887990928,-0.00261826368384221,-0.06805896869492524,-0.0012659991432058813,0.9976770613388054,-0.12912660701056478,0.07424649564343923,-0.015477742523970422,0.9887235289670059,0.3432681123550857,0.04286405592552861,-0.6653933064176417,0.6614993753015854,-0.3974090397698905,0.08834595106556453,0.7450971861621841,0.5282908585359868,-0.13301652754270582,-0.286918273148934,0.22590226048781156,0.9213862798198219,-0.011631376231711848,0.09901684189576042,-0.0587240558032438,0.9932833741576289,-0.22399180904364918,0.0,0.0,0.9745910267806458,0.3510867498796884,0.0,0.0,0.9363429361398083,0.07965788344678125,0.03377895702623864,0.0512524580821093,0.9949305449163474,0.1499994
0.1343191523046531,0.08356922331986605,-0.22472226506798373,0.9614959458159916,-0.3653176757748322,0.1598570434862308,0.02773652688443598,0.9166348272298543,0.0,0.0,0.0,1.0,0.17213855932534586,-0.05851147087976995,-0.02105149295853829,0.9831081114572785,0.0019086865959592096,-0.06471424075092219,-0.0014982496460091983,0.9979008864649375,-0.12411200569483488,0.08338836759697874,-0.015546788100860284,0.9886358720841881,0.3432288124772628,0.047360140272285134,-0.6613848758587687,0.6652225532738038,-0.40685473066181743,0.09356701223088923,0.7453016424504055,0.5198460388624813,-0.15015520226894058,-0.29753091495293477,0.24407008666267827,0.9106912554072955,-0.011538042226901087,0.09862795054333597,-0.058481021469877825,0.9933374910276119,-0.23339869318122256,0.0,0.0,0.9723811238507757,0.3537099353406881,0.0,0.0,0.9353551633691269,0.07799644881082436,0.0360396471097946,0.05532917999531872,0.994764484513871,0.15833270000000002
0.14614315193704505,0.08536987585555245,-0.21886676296303917,0.9609638408953762,-0.3633848930900894,0.16158087732041376,0.029120098472946082,0.9170578277421746,0.0,0.0,0.0,1.0,0.17814226606604536,-0.06025243027376269,-0.022507011792283742,0.9819004084463666,0.010677708765789372,-0.05971114370319732,-0.001899145780785829,0.9981567808207649,-0.12288073322186017,0.08446275027378052,-0.015426655437646857,0.9887003527465008,0.34194558976645867,0.04866349408088136,-0.660780223494163,0.6663892062617107,-0.4139667561688445,0.0940836069846483,0.7448929576863749,0.5146982429278799,-0.1619094066032167,-0.30371873999416305,0.2563223584422541,0.9032381300589302,-0.01152487259748634,0.09857584940218117,-0.05844825951628058,0.9933447438758448,-0.23917918038722544,0.0,0.0,0.9709754475110558,0.35250158864901976,0.0,0.0,0.9358112149359599,0.07689255360574933,0.039582647044478336,0.05282223636752757,0.9948520294988961,0.166666
0.15703212764835903,0.08801267083674043,-0.21426618414038773,0.9600441047120338,-0.36049837509052124,0.16443264101684057,0.02789027516102708,0.9177281518384204,0.0,0.0,0.0,1.0,0.18540436277587508,-0.062317924641675834,-0.0243267986936155,0.9803825301367557,0.01742927186761967,-0.05675518852793653,-0.002163521905074366,0.9982336340908822,-0.12074276974516426,0.08287148917149513,-0.01488105891751345,0.9891066949132729,0.3417637765142473,0.04555309880207997,-0.6615148227455401,0.6659734045291782,-0.4195403826264758,0.09768427917014674,0.7442448346976892,0.5104343983064309,-0.16931475574276839,-0.30719819519909486,0.2639701335237789,0.898488481262628,-0.011516338288163327,0.09854081211619137,-0.05842615801508688,0.9933496193986839,-0.24430643655059225,0.0,0.0,0.9696980793318875,0.35447627653292463,0.0,0.0,0.9350650081012302,0.0756227835854634,0.04169402654984034,0.05153293179063289,0.9949307311033815,0.1749993
0.16540530578434337,0.09161414665000486,-0.21268432265317916,0.9586518199270984,-0.3582315139012932,0.16499035310008625,0.028067860117501668,0.9185099678611663,0.0,0.0,0.0,1.0,0.19662678158182748,-0.06542038504268972,-0.027266502977339253,0.9779134009722055,0.021487135770749937,-0.05487115374615233,-0.002280256042429069,0.9982596154885343,-0.11539529288767174,0.08250009773351455,-0.013888549361534,0.9897902648793637,0.3409908116048004,0.04447516901005419,-0.660400644283099,0.6675464139466967,-0.4264245931920344,0.1050422116711027,0.7432367003415437,0.5047052678085157,-0.17753951926845138,-0.3107031438701327,0.27240774114951616,0.8931614064932277,-0.011352658216064631,0.09785689981748097,-0.05799843652809724,0.9934441734037384,-0.25052616339886663,0.0,0.0,0.9681098292304672,0.3627235002115735,0.0,0.0,0.9318968088765326,0.07377400181404858,0.04165238086890594,0.052814478703127346,0.9950040736919669,0.1833326
0.17658751216315227,0.09482256964596424,-0.20758788591275737,0.957461644378529,-0.35546034661037273,0.1634089640493177,0.035788915850605216,0.9196002424739789,0.0,0.0,0.0,1.0,0.21115901979023358,-0.06926484992772672,-0.03129686019539762,0.9744920499766159,0.033993149357119216,-0.048964393141623416,-0.002460012030146311,0.998218864949901,-0.1029350660337912,0.0807895265622171,-0.011606852143987666,0.9913338012807691,0.33697195640453725,0.04563453693993519,-0.6598505126090128,0.6700482748614456,-0.42975740117460676,0.099856845627915,0.7428681887015179,0.5034719860451193,-0.18507280779569846,-0.313595262638935,0.28008894540587537,0.8882320922633106,-0.0113744751486924,0.09794578426031784,-0.05805416428250791,0.9934319094282118,-0.25526013646364976,0.0,0.0,0.9668724128511264,0.3605389748830302,0.0,0.0,0.932744149051761,0.07067363544684087,0.04337809973946091,0.051465708398525024,0.9952260339112711,0.1916659
0.18846536317534585,0.0955983123029435,-0.19947681415880167,0.9568441723609277,-0.3539767878083105,0.16366979909784699,0.04479027416174636,0.9197317336575359,0.0,0.0,0.0,1.0,0.22712758125025853,-0.0732516657315327,-0.03600644300112425,0.9704384531568037,0.044892019450831294,-0.04594100168659594,-0.002583896867765465,0.9979315880513229,-0.0847418304257618,0.06913806684313537,-0.008020261518815812,0.9939690263254964,0.33242911577876955,0.048084977444396104,-0.6599493090441699,0.6720458521699543,-0.4323224725292996,0.09206866020154039,0.7429220169252579,0.5026803341314964,-0.19349449583022998,-0.3164824011584514,0.28863001739352356,0.8826615902483808,-0.01111654059699454,0.09686057529637576,-0.057376426797659606,0.9935805941776154,-0.25928009792473555,0.0,0.0,0.9658021696083208,0.3593967010671103,0.0,0.0,0.9331848751785887,0.06909907477513928,0.047201610278762705,0.04671221483145075,0.995397053862353,0.19999920000000002
0.196258597686929,0.09418152921891836,-0.19115856397851183,0.9571158789852038,-0.3543010104773556,0.16760601668219344,0.04946406020556567,0.9186578927406182,0.0,0.0,0.0,1.0,0.2432404278527421,-0.07700611764384298,-0.0410463875034418,0.9660327873195376,0.058194962982446655,-0.03670121734974681,-0.001983875702722482,0.9976284033475161,-0.06912220352153556,0.055971582156346004,-0.005310392077521495,0.9960226416639463,0.3292973666507227,0.05254512103376885,-0.6595160652469721,0.6736770845543121,-0.4433916389210224,0.10722269420761893,0.7408988521815608,0.49292599770942774,-0.20276875621856227,-0.31925566776275244,0.2979848107583872,0.8764506276226998,-0.010509182150935452,0.09424151826352548,-0.05574705911381882,0.9939317676410512,-0.2629402842268386,0.0,0.0,0.9648121096517753,0.37915094252407194,0.0,0.0,0.9253348381981021,0.06937161570840748,0.05050539927452981,0.04044606360044804,0.9954902809758386,0.20833249999999998
0.20078079965907578,0.09543895823566922,-0.1860686200299999,0.9570563956106682,-0.3550153955708804,0.17324512608982356,0.04714766565091227,0.9174569705536287,0.0,0.0,0.0,1.0,0.25818058366925156,-0.08023261479808017,-0.04596944759428896,0.9616612312174924,0.08079448919069318,-0.015645651583748692,0.00047153119306983624,0.9966078675995234,-0.05776864462933667,0.04903373321903042,-0.0037997206648672168,0.9971178660655738,0.3252541755441755,0.05670234225865689,-0.6594125740019705,0.6754033039018661,-0.44963221445113466,0.12003678381616689,0.7384868598993677,0.487913107033221,-0.21035223027562694,-0.3212175246792512,0.3055990383869044,0.8713096285442986,-0.010793572584117794,0.09547607367506501,-0.056514400000903756,0.9937675486445524,-0.2650361357448688,0.0,0.0,0.964238480226457,0.3831759887421385,0.0,0.0,0.9236753551175243,0.06957317516639094,0.04975912128704734,0.03729361000130795,0.9956368764760966,0.2166658
0.1779680525016987,0.08482453881831217,-0.19054861127624134,0.9616773869878138,-0.35457588269552043,0.18075319431883008,0.04184937477231051,0.9164348618343797,0.05471173174307319,0.01977824864498793,0.0021731409012441354,0.9983039240375822,0.2720775040300962,-0.08300215234270046,-0.050753683177550385,0.9573445242707274,0.08474196638150906,-0.017773092345490148,0.0003624371859118128,0.9962443399897236,-0.049241197476328415,0.04215733688450409,-0.002772141357004206,0.997892969536413,0.32069105896371647,0.061306918319169124,-0.6594383067901001,0.6771556881580062,-0.44240590216986775,0.1070863666469008,0.7395354942669508,0.4958798045121092,-0.21706804514694383,-0.32273260386119346,0.31231945073495665,0.8667073848039334,-0.011486931346027168,0.09841771410622886,-0.05834927953158599,0.9933666823165055,-0.2666622939125172,0.0,0.0,0.9637900295216352,0.36191338285474,0.0,0.0,0.9322117266536816,0.07014950745123638,0.04684746783124309,0.035630838855954354,0.9957985763619923,0.2249991
